obito,tmin_3h,tmin,temp,tmax_3h,tmax,amplitude_t_3h,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
10,14.1,13.2,14.93,16.1,16.1,2.0000000000000018,2.900000000000002,90.0,93.33,99.0,15.2,1013.33,21.0,2.63
8,12.6,11.9,13.87,15.8,17.4,3.200000000000001,5.499999999999998,78.0,86.67,92.0,2.6,1018.27,25.67,2.47
15,9.0,6.9,13.83,20.2,20.6,11.2,13.700000000000001,58.0,81.33,96.0,0.0,1022.0,7.67,1.0
9,13.2,10.6,16.2,21.4,22.2,8.2,11.6,70.0,79.0,85.0,0.0,1011.8,17.0,1.43
12,14.4,12.8,17.73,19.4,20.4,4.999999999999998,7.599999999999998,57.0,79.0,97.0,16.8,1015.27,9.0,0.7
8,11.6,8.8,13.0,14.6,15.2,3.0,6.399999999999999,61.0,72.0,89.0,5.2,1020.23,18.0,1.63
5,12.4,12.4,13.47,14.4,14.4,2.0,2.0,95.0,96.0,97.0,65.8,1014.93,21.0,1.43
10,14.0,12.4,14.63,15.9,15.9,1.9000000000000004,3.5,96.0,97.0,99.0,37.6,1018.93,15.33,2.03
12,13.1,11.6,15.17,17.2,18.6,4.1,7.000000000000002,70.0,87.0,97.0,59.6,1018.4,13.67,3.53
10,10.8,7.3,13.53,18.0,19.0,7.199999999999999,11.7,61.0,83.33,96.0,0.1,1027.13,16.67,1.0
8,10.8,7.1,15.7,23.9,24.5,13.099999999999998,17.4,50.0,79.0,96.0,0.0,1022.97,13.67,0.93
13,14.3,9.5,17.63,24.0,25.4,9.7,15.899999999999999,50.0,67.67,82.0,0.0,1020.0,25.67,1.7
8,14.8,10.8,20.47,28.8,29.2,14.0,18.4,48.0,72.0,91.0,0.0,1017.03,9.33,1.37
10,19.8,13.7,24.2,32.0,32.8,12.2,19.099999999999998,37.0,58.33,70.0,0.0,1012.13,16.67,1.57
12,20.5,16.2,25.7,33.4,33.6,12.899999999999999,17.400000000000002,32.0,49.67,60.0,0.0,1009.23,10.67,1.5
8,12.8,12.8,18.0,26.4,26.6,13.599999999999998,13.8,60.0,82.0,95.0,29.299999999999997,1012.1,12.33,2.47
7,13.0,12.2,14.2,15.5,16.1,2.5,3.900000000000002,88.0,90.67,94.0,7.299999999999999,1015.3,15.33,2.77
9,14.5,13.8,15.77,18.0,19.8,3.5,6.0,78.0,89.33,96.0,19.5,1011.87,12.33,3.93
13,15.0,12.2,15.17,15.3,17.4,0.3000000000000007,5.199999999999999,78.0,89.0,96.0,0.8,1010.97,21.33,3.27
9,11.9,10.5,13.43,16.2,17.0,4.299999999999999,6.5,58.0,78.0,94.0,4.7,1021.63,21.33,2.73
11,9.4,5.1,13.27,19.8,21.0,10.4,15.9,54.0,73.33,84.0,0.0,1022.0,10.67,2.03
4,13.6,9.9,17.3,24.0,24.0,10.4,14.1,49.0,70.0,82.0,0.0,1017.63,18.33,1.83
6,16.1,11.2,18.37,21.4,21.8,5.299999999999997,10.600000000000001,64.0,76.0,86.0,0.0,1019.97,13.67,2.2
8,15.6,14.5,19.0,25.4,26.4,9.799999999999999,11.899999999999999,64.0,84.33,96.0,0.0,1023.73,10.67,1.3
6,18.6,14.0,21.47,26.8,27.4,8.2,13.399999999999999,40.0,63.33,85.0,0.0,1021.53,26.0,2.47
7,19.4,13.9,22.27,27.4,28.4,8.0,14.499999999999998,50.0,63.33,73.0,0.0,1019.87,22.67,2.07
7,18.6,14.4,22.6,28.6,29.6,10.0,15.200000000000001,44.0,65.67,79.0,0.0,1020.37,16.67,0.93
10,19.4,15.3,24.13,31.0,31.6,11.600000000000001,16.3,39.0,59.0,74.0,0.0,1017.63,8.0,1.53
11,20.3,15.5,24.63,31.2,32.0,10.899999999999999,16.5,37.0,57.33,73.0,0.0,1015.83,12.0,0.93
7,22.2,15.9,26.23,32.6,33.6,10.400000000000002,17.700000000000003,33.0,42.0,51.0,0.0,1013.63,15.33,2.2
8,13.3,10.2,14.73,17.5,17.8,4.199999999999999,7.600000000000001,77.0,79.67,82.0,0.1,1027.73,21.33,2.83
10,11.2,9.2,15.2,21.0,21.8,9.8,12.600000000000001,57.0,82.33,96.0,0.0,1025.87,12.33,2.1
6,12.7,11.0,16.77,22.2,22.9,9.5,11.899999999999999,68.0,81.33,93.0,0.0,1024.8,10.67,2.57
5,17.2,15.8,18.53,20.8,21.0,3.6000000000000014,5.199999999999999,82.0,84.0,88.0,0.0,1019.87,19.67,2.6
5,14.0,12.8,16.27,18.4,18.6,4.399999999999999,5.800000000000001,48.0,76.67,95.0,13.4,1018.4,25.67,2.17
12,10.6,9.0,14.47,19.2,19.6,8.6,10.600000000000001,59.0,74.33,86.0,0.0,1021.3,26.0,2.87
14,10.4,8.4,14.73,20.0,20.3,9.6,11.9,59.0,82.0,98.0,0.0,1020.63,18.0,0.73
8,13.4,9.6,15.03,17.9,18.4,4.499999999999998,8.799999999999999,67.0,82.0,95.0,0.0,1025.6,18.0,1.37
7,11.4,9.3,13.87,16.2,16.3,4.799999999999999,7.0,61.0,72.33,82.0,0.0,1028.03,17.0,3.6
3,11.0,6.9,12.93,16.6,16.8,5.600000000000001,9.9,75.0,83.33,90.0,0.0,1026.47,19.67,2.4
9,13.8,10.6,15.53,19.0,19.2,5.199999999999999,8.6,61.0,76.67,85.0,3.2,1028.6,12.33,3.8
3,12.8,11.3,15.97,20.0,20.7,7.199999999999999,9.399999999999999,56.0,72.33,87.0,0.0,1028.8,7.67,3.9
12,13.5,12.0,16.0,19.3,20.0,5.800000000000001,8.0,71.0,78.0,89.0,1.1,1023.27,9.0,2.6
6,12.5,10.4,16.3,21.9,22.3,9.399999999999999,11.9,61.0,78.67,92.0,0.0,1018.33,12.0,0.97
8,14.4,12.4,18.57,25.0,25.5,10.6,13.1,61.0,80.0,94.0,0.0,1014.93,10.67,0.87
8,17.7,16.2,18.37,19.2,19.6,1.5,3.400000000000002,84.0,91.67,96.0,4.2,1014.37,9.33,1.5
6,16.8,15.3,17.67,18.8,19.4,2.0,4.099999999999998,81.0,91.33,98.0,59.8,1013.63,14.0,1.73
10,15.3,13.8,17.93,22.8,24.3,7.5,10.5,71.0,85.67,93.0,0.0,1014.37,7.67,1.47
6,17.8,16.2,18.6,19.2,19.5,1.3999999999999986,3.3000000000000007,88.0,93.67,97.0,29.9,1007.27,27.33,2.07
10,11.0,10.0,13.93,17.0,17.1,6.0,7.100000000000001,76.0,87.67,96.0,0.4,1013.03,22.67,1.63
9,8.8,7.6,12.0,15.6,16.3,6.799999999999999,8.700000000000001,65.0,81.67,93.0,0.0,1017.6,23.0,1.97
9,6.0,3.7,10.57,14.7,15.6,8.7,11.899999999999999,62.0,76.33,94.0,0.0,1021.77,27.33,2.17
6,6.5,4.1,12.27,21.3,21.9,14.8,17.799999999999997,42.0,76.33,95.0,0.0,1019.43,10.67,1.17
2,14.1,12.2,18.43,26.0,26.7,11.9,14.5,57.0,73.67,83.0,0.0,1015.23,16.67,2.13
4,14.4,13.6,16.83,21.4,21.7,6.999999999999998,8.1,77.0,90.33,98.0,12.2,1021.17,13.67,1.13
7,14.6,13.8,16.57,18.6,19.9,4.000000000000002,6.099999999999998,93.0,95.67,97.0,78.6,1021.67,9.33,2.4
7,17.5,14.4,20.83,26.8,27.5,9.3,13.1,56.0,77.0,96.0,0.0,1015.77,26.0,1.53
4,14.8,12.5,17.0,20.2,20.3,5.399999999999999,7.800000000000001,79.0,87.0,93.0,1.7000000000000002,1021.83,12.33,2.17
12,13.0,10.0,14.87,18.4,19.1,5.399999999999999,9.100000000000001,79.0,82.0,86.0,0.0,1021.97,20.0,2.0
6,14.4,12.0,17.1,22.2,23.7,7.799999999999999,11.7,73.0,88.33,98.0,0.0,1021.07,10.67,0.63
6,16.0,15.0,19.07,24.0,24.9,8.0,9.899999999999999,69.0,87.33,97.0,0.0,1020.53,9.33,1.3
6,13.9,12.3,19.3,26.0,26.4,12.1,14.099999999999998,54.0,80.67,96.0,0.0,1020.2,4.67,0.6
10,14.2,12.8,19.07,24.8,25.9,10.600000000000001,13.099999999999998,61.0,82.33,98.0,0.0,1020.07,16.67,1.3
5,12.6,11.4,18.87,25.6,26.5,13.000000000000002,15.1,59.0,81.0,98.0,0.0,1019.23,13.67,1.47
6,15.0,13.8,20.13,26.8,27.3,11.8,13.5,51.0,73.67,85.0,0.0,1017.33,21.33,1.8
8,15.7,14.2,21.2,28.4,28.5,12.7,14.3,45.0,71.33,88.0,0.0,1015.83,4.67,0.6
9,17.2,14.8,22.3,30.0,30.6,12.8,15.8,40.0,66.67,82.0,0.0,1011.8,13.67,2.37
7,16.0,10.6,19.9,24.2,24.3,8.2,13.700000000000001,53.0,66.0,83.0,0.0,1015.47,20.0,3.67
9,11.6,9.2,13.4,14.6,15.4,3.0,6.200000000000001,78.0,89.33,95.0,19.9,1020.5,27.33,2.03
12,13.4,12.3,15.0,16.6,17.7,3.200000000000001,5.399999999999999,83.0,91.67,97.0,0.0,1023.7,18.33,1.37
9,14.2,12.4,18.33,25.6,26.7,11.400000000000002,14.299999999999999,60.0,80.0,93.0,0.0,1015.9,19.67,1.87
7,15.4,9.0,17.17,20.2,20.8,4.799999999999999,11.8,81.0,89.67,96.0,34.5,1009.03,24.33,3.23
12,5.9,4.5,8.87,10.9,14.2,5.0,9.7,45.0,68.33,92.0,6.8,1016.7,18.33,3.37
14,6.4,2.8,8.8,12.3,13.0,5.9,10.2,52.0,63.67,70.0,0.0,1022.1,25.67,3.2
9,5.0,2.4,8.93,12.8,13.8,7.800000000000001,11.4,59.0,74.0,94.0,0.0,1028.9,19.67,1.3
10,7.2,5.9,8.57,10.7,11.2,3.499999999999999,5.299999999999999,71.0,79.67,85.0,0.0,1034.37,22.67,0.77
7,9.3,8.7,11.7,13.8,14.0,4.5,5.300000000000001,92.0,94.33,98.0,6.3,1034.0,7.67,2.5
13,13.4,12.6,14.17,14.7,15.6,1.299999999999999,3.0,94.0,95.33,96.0,25.799999999999997,1027.13,9.0,3.07
12,11.8,8.8,14.77,17.2,17.7,5.399999999999999,8.899999999999999,84.0,91.67,96.0,21.4,1016.6,16.67,3.9
12,8.4,6.7,11.33,15.4,16.0,7.0,9.3,57.0,72.33,85.0,6.0,1019.8,27.33,2.9
13,9.5,8.6,14.93,23.7,23.9,14.2,15.299999999999999,75.0,86.67,98.0,1.1,1013.77,21.33,0.43
9,11.2,10.1,13.9,17.6,17.7,6.400000000000002,7.6,84.0,88.67,97.0,38.8,1016.5,9.33,0.6
13,8.5,6.8,11.53,15.4,16.7,6.9,9.899999999999999,61.0,80.33,95.0,0.0,1025.7,9.33,0.93
14,9.8,6.7,13.0,18.6,20.1,8.8,13.400000000000002,77.0,81.33,85.0,2.1,1024.63,17.0,2.43
5,14.6,13.3,17.4,21.0,22.1,6.4,8.8,77.0,82.33,87.0,2.1,1015.3,9.0,0.53
14,9.2,7.7,12.73,14.8,15.4,5.600000000000001,7.7,58.0,76.67,93.0,5.3999999999999995,1022.6,28.67,3.63
9,6.7,5.1,12.1,18.8,20.3,12.100000000000001,15.200000000000001,44.0,72.33,94.0,0.0,1024.7,7.67,0.33
12,11.6,11.3,15.97,24.3,25.1,12.700000000000001,13.8,64.0,73.67,88.0,0.0,1021.07,15.33,1.1
6,14.8,13.3,17.77,21.5,21.8,6.699999999999999,8.5,59.0,75.67,88.0,0.0,1020.57,10.67,1.07
10,15.2,14.3,18.8,26.0,27.1,10.8,12.8,63.0,81.67,93.0,0.0,1016.17,3.0,0.33
14,16.2,13.1,19.9,22.2,22.5,6.0,9.4,63.0,79.0,96.0,9.4,1009.87,15.33,3.57
7,9.6,8.5,12.43,14.5,15.3,4.9,6.800000000000001,51.0,76.0,93.0,12.2,1018.8,1.67,0.53
4,7.0,5.6,9.87,13.0,13.5,6.0,7.9,62.0,73.67,80.0,0.0,1028.43,12.33,1.7
8,6.7,5.3,8.6,12.2,13.4,5.499999999999999,8.100000000000001,63.0,77.0,86.0,0.0,1030.63,13.67,1.67
8,6.0,2.7,8.57,12.3,12.9,6.300000000000001,10.2,75.0,82.0,86.0,0.0,1032.37,23.0,1.0
13,10.0,9.4,11.27,13.6,14.2,3.5999999999999996,4.799999999999999,77.0,88.67,96.0,5.800000000000001,1030.7,15.33,1.1
5,10.1,8.7,12.53,16.6,17.7,6.500000000000002,9.0,66.0,84.33,96.0,0.0,1026.73,10.67,2.6
13,9.2,7.4,12.2,15.8,16.3,6.600000000000001,8.9,76.0,87.0,94.0,0.0,1020.7,6.33,0.7
11,11.1,9.8,11.93,12.7,13.0,1.5999999999999996,3.1999999999999993,90.0,93.0,97.0,0.0,1019.33,0.0,0.0
2,10.1,9.4,13.37,17.2,17.5,7.1,8.1,49.0,74.67,89.0,0.0,1024.53,16.67,1.43
12,8.6,6.4,12.07,17.6,18.2,9.000000000000002,11.799999999999999,42.0,73.33,91.0,0.0,1027.73,22.67,1.37
10,10.0,9.3,14.63,21.5,21.5,11.5,12.2,60.0,74.0,83.0,0.0,1028.0,12.33,2.53
10,15.2,12.2,17.4,21.0,21.5,5.800000000000001,9.3,70.0,79.33,87.0,0.0,1013.83,6.0,0.77
13,11.8,11.4,14.97,19.6,20.1,7.800000000000001,8.700000000000001,78.0,83.33,93.0,11.0,1013.3,9.33,3.5
9,9.3,9.0,10.83,11.8,12.3,2.5,3.3000000000000007,68.0,79.33,93.0,2.5,1025.7,27.33,1.73
14,9.8,9.6,11.33,13.8,14.6,4.0,5.0,78.0,81.67,84.0,0.4,1028.6,24.0,1.47
15,11.0,10.5,14.4,19.4,19.9,8.399999999999999,9.399999999999999,57.0,79.33,93.0,0.0,1027.87,18.33,1.73
8,13.4,9.4,16.77,22.4,23.3,8.999999999999998,13.9,49.0,63.67,71.0,0.0,1025.07,7.67,2.23
14,12.9,8.8,17.03,23.0,24.5,10.1,15.7,49.0,72.33,84.0,0.0,1021.83,6.0,0.67
11,14.0,10.8,17.97,23.3,23.8,9.3,13.0,54.0,73.0,87.0,0.0,1018.87,10.67,0.77
11,13.0,11.6,17.43,21.0,21.4,8.0,9.799999999999999,49.0,67.67,78.0,0.0,1020.57,7.67,0.8
15,11.4,8.0,16.57,24.6,25.9,13.200000000000001,17.9,56.0,65.0,79.0,0.0,1020.53,6.0,0.57
10,15.4,13.3,21.03,29.7,30.3,14.299999999999999,17.0,51.0,77.67,98.0,0.0,1016.73,7.67,0.8
4,19.0,14.7,24.43,32.5,33.2,13.5,18.500000000000004,34.0,64.33,84.0,0.0,1011.73,33.33,1.6
7,21.0,16.9,23.13,26.2,28.7,5.199999999999999,11.8,50.0,61.33,68.0,0.0,1009.6,22.67,1.7
9,15.4,15.1,16.87,18.2,18.3,2.799999999999999,3.200000000000001,86.0,90.67,96.0,0.0,1015.7,12.33,3.47
14,16.4,16.2,17.0,17.3,17.4,0.9000000000000021,1.1999999999999993,92.0,95.0,99.0,4.5,1014.9,16.67,1.47
8,16.2,16.2,16.77,17.2,17.7,1.0,1.5,96.0,97.0,98.0,31.2,1015.63,9.0,1.53
9,17.2,17.1,18.93,21.4,23.0,4.199999999999999,5.899999999999999,85.0,90.33,98.0,17.0,1014.1,9.33,1.37
9,18.9,15.6,20.7,24.0,24.5,5.100000000000001,8.9,73.0,84.0,90.0,1.5,1016.33,10.67,1.23
10,15.4,13.9,16.07,17.2,17.7,1.799999999999999,3.799999999999999,87.0,89.0,92.0,0.0,1021.37,20.0,2.27
10,16.8,16.5,20.9,27.2,28.3,10.399999999999999,11.8,63.0,80.67,92.0,0.0,1016.1,20.0,2.03
2,11.6,10.9,14.93,18.2,18.5,6.6,7.6,67.0,84.0,98.0,0.0,1018.47,27.33,1.53
6,10.4,8.2,14.1,20.0,20.4,9.6,12.2,62.0,85.67,100.0,0.2,1017.1,24.33,1.8
12,13.9,10.6,14.97,16.7,17.5,2.799999999999999,6.9,75.0,86.33,94.0,0.0,1016.3,16.67,1.33
8,8.8,8.0,12.67,14.6,15.2,5.799999999999999,7.199999999999999,53.0,69.0,82.0,0.0,1023.93,16.67,3.1
9,6.6,5.2,12.17,18.2,18.5,11.6,13.3,60.0,74.33,94.0,0.0,1023.83,16.67,1.8
8,8.7,7.4,13.83,21.4,21.5,12.7,14.1,49.0,78.33,93.0,0.0,1016.97,15.33,2.03
6,12.8,12.3,13.33,14.0,15.1,1.1999999999999993,2.799999999999999,73.0,88.67,97.0,12.8,1006.77,16.67,1.9
9,11.1,10.6,13.4,15.6,16.4,4.5,5.799999999999999,65.0,84.33,98.0,13.299999999999999,1013.67,27.33,4.7
7,9.5,9.2,12.77,17.2,17.9,7.699999999999999,8.7,59.0,83.0,97.0,0.0,1015.8,27.33,1.87
9,9.8,9.2,13.7,18.2,18.5,8.399999999999999,9.3,59.0,79.0,95.0,0.0,1018.77,28.67,2.83
11,9.3,8.2,13.77,19.9,20.1,10.599999999999998,11.900000000000002,55.0,79.0,95.0,0.0,1021.07,21.0,0.83
10,9.5,8.0,15.17,23.5,23.6,14.0,15.600000000000001,52.0,76.33,94.0,0.0,1019.37,20.0,0.83
13,14.6,12.3,16.57,20.4,21.7,5.799999999999999,9.399999999999999,64.0,79.67,88.0,0.0,1020.7,19.67,1.57
9,8.6,6.8,13.57,19.1,19.3,10.500000000000002,12.5,57.0,78.0,95.0,0.0,1025.57,15.33,3.13
7,13.2,11.9,16.27,22.4,23.3,9.2,11.4,56.0,75.0,86.0,0.0,1019.87,11.0,2.23
8,14.3,11.3,18.27,24.6,25.3,10.3,14.0,46.0,71.0,84.0,0.0,1017.9,24.33,1.9
11,15.1,12.8,16.27,17.8,18.0,2.700000000000001,5.199999999999999,73.0,82.33,94.0,14.5,1015.27,19.67,2.5
14,15.2,14.6,16.2,17.6,17.9,2.400000000000002,3.299999999999999,92.0,96.0,98.0,0.30000000000000004,1016.57,19.67,2.3
4,17.2,16.2,20.2,26.2,26.7,9.0,10.5,65.0,83.33,93.0,0.0,1010.4,20.0,2.4
14,19.4,18.8,20.6,22.6,23.3,3.200000000000003,4.5,81.0,89.67,97.0,4.9,1010.7,7.67,1.63
6,17.0,16.3,18.0,18.9,19.3,1.8999999999999986,3.0,91.0,94.0,97.0,43.6,1014.03,15.33,2.97
8,16.0,15.1,17.33,19.7,20.3,3.6999999999999993,5.200000000000001,73.0,83.67,90.0,0.2,1020.33,12.33,3.4
8,16.4,16.3,18.7,22.9,23.0,6.5,6.699999999999999,77.0,86.67,96.0,2.2,1015.47,18.33,3.93
7,11.8,11.1,14.07,16.6,16.6,4.800000000000001,5.500000000000002,78.0,85.33,95.0,10.4,1018.37,24.33,2.03
13,12.0,11.3,13.27,15.2,15.5,3.1999999999999993,4.199999999999999,83.0,89.0,93.0,5.9,1020.8,12.33,1.57
7,11.4,8.6,12.93,14.4,14.5,3.0,5.9,60.0,74.67,89.0,0.1,1019.43,24.0,4.3
9,6.0,5.5,8.27,9.9,10.7,3.9000000000000004,5.199999999999999,53.0,58.33,61.0,0.0,1016.3,30.33,7.17
6,5.2,4.2,9.2,14.0,14.9,8.8,10.7,51.0,63.67,78.0,0.0,1020.3,32.0,5.03
11,8.4,6.0,9.7,11.2,12.8,2.799999999999999,6.800000000000001,73.0,81.67,92.0,1.0,1019.1,11.0,1.4
10,6.5,5.4,11.47,17.7,18.4,11.2,12.999999999999998,61.0,82.67,95.0,0.2,1016.0,13.67,1.33
18,10.5,9.6,11.3,12.8,13.4,2.3000000000000007,3.8000000000000007,86.0,87.0,88.0,0.30000000000000004,1019.93,16.67,3.9
12,9.2,6.8,9.4,9.6,10.8,0.40000000000000036,4.000000000000001,91.0,94.67,97.0,5.7,1022.33,21.33,3.47
16,5.8,5.2,8.2,12.0,12.2,6.2,6.999999999999999,48.0,77.67,94.0,2.4,1025.23,24.0,2.73
12,4.0,2.4,7.27,10.6,11.2,6.6,8.799999999999999,51.0,65.67,73.0,0.0,1024.5,28.67,2.07
11,3.4,2.1,7.4,12.6,13.4,9.2,11.3,49.0,70.67,82.0,0.0,1021.23,26.0,2.9
12,3.2,2.1,7.93,13.7,14.6,10.5,12.5,49.0,72.67,90.0,0.0,1021.67,27.33,2.07
14,3.9,2.1,8.03,13.4,14.1,9.5,12.0,55.0,78.67,96.0,0.0,1021.97,25.67,1.97
16,4.7,3.3,9.53,16.3,16.8,11.600000000000001,13.5,52.0,75.0,87.0,0.0,1021.7,13.67,1.93
8,6.3,4.1,12.4,21.8,22.2,15.5,18.1,47.0,76.33,94.0,0.0,1019.13,7.67,1.2
11,9.5,7.9,13.9,19.0,19.7,9.5,11.799999999999999,67.0,82.0,96.0,0.0,1017.07,18.33,0.63
14,14.0,12.8,17.4,23.6,23.9,9.600000000000001,11.099999999999998,48.0,69.67,83.0,2.8,1017.63,15.33,3.4
13,13.5,12.6,18.23,25.4,25.8,11.899999999999999,13.200000000000001,58.0,77.0,90.0,0.0,1015.53,19.67,3.07
7,14.4,12.8,16.67,20.2,20.7,5.799999999999999,7.899999999999999,81.0,87.67,91.0,0.1,1016.07,13.67,3.33
12,12.9,12.8,14.37,16.2,17.5,3.299999999999999,4.699999999999999,95.0,96.67,98.0,71.3,1014.93,12.33,1.9
10,17.0,17.0,21.17,28.4,28.8,11.399999999999999,11.8,57.0,82.0,96.0,18.6,1011.23,9.33,2.6
10,17.8,15.8,19.0,20.0,26.7,2.1999999999999993,10.899999999999999,75.0,82.0,86.0,2.0,1009.77,18.33,1.77
10,13.6,13.5,15.57,18.0,18.4,4.4,4.899999999999999,88.0,91.67,94.0,2.5,1019.4,18.33,2.3
5,14.0,14.0,14.13,14.3,14.9,0.3000000000000007,0.9000000000000004,93.0,95.67,98.0,12.6,1019.77,14.0,5.47
7,14.6,14.3,17.27,21.8,22.5,7.200000000000001,8.2,68.0,81.0,91.0,0.9,1018.97,16.67,3.8
6,12.4,11.3,14.67,16.4,16.4,3.9999999999999982,5.099999999999998,94.0,94.0,94.0,13.299999999999999,1017.5,15.33,2.47
12,10.8,10.4,11.27,11.6,12.3,0.7999999999999989,1.9000000000000004,95.0,96.33,98.0,41.2,1017.37,22.67,1.83
7,11.2,10.6,12.63,15.3,15.7,4.100000000000001,5.1,77.0,90.33,98.0,2.2,1025.8,24.33,1.57
7,10.6,9.6,13.63,18.7,19.6,8.1,10.000000000000002,69.0,86.0,97.0,0.0,1029.27,9.33,1.07
10,9.4,8.5,15.6,23.2,23.9,13.799999999999999,15.399999999999999,56.0,81.33,95.0,0.1,1026.33,10.67,1.9
10,14.1,12.6,19.03,27.2,27.7,13.1,15.1,49.0,74.33,89.0,0.0,1021.63,18.0,2.2
11,17.9,15.2,19.27,20.6,21.2,2.700000000000003,6.0,70.0,77.67,87.0,6.2,1016.7,21.33,2.93
7,12.2,10.8,15.47,19.0,19.6,6.800000000000001,8.8,70.0,84.67,93.0,0.0,1020.6,7.67,2.93
9,14.3,13.8,16.5,19.1,19.9,4.800000000000001,6.099999999999998,91.0,93.67,97.0,10.4,1013.77,12.33,1.4
9,16.0,15.2,16.53,16.8,17.1,0.8000000000000007,1.9000000000000021,93.0,95.67,98.0,20.0,1007.97,12.33,2.97
13,13.3,11.0,13.97,15.2,15.8,1.8999999999999986,4.800000000000001,79.0,88.67,98.0,13.1,1014.9,19.67,2.2
8,10.2,9.2,11.0,11.7,12.4,1.5,3.200000000000001,76.0,82.67,86.0,0.2,1019.1,16.67,4.53
6,11.5,12.0,13.4,15.0,15.9,3.5,3.9000000000000004,82.0,90.0,98.0,1.0,1016.93,14.0,6.03
9,10.6,9.2,11.8,14.0,14.9,3.4000000000000004,5.700000000000001,63.0,76.0,98.0,17.5,1006.53,26.0,9.23
9,9.7,8.6,10.83,12.4,13.1,2.700000000000001,4.5,63.0,75.67,87.0,0.4,1012.1,32.0,6.3
11,8.4,7.4,11.0,13.6,14.0,5.199999999999999,6.6,46.0,64.0,78.0,0.5,1019.13,28.67,5.97
12,5.2,2.7,10.8,18.2,18.6,13.0,15.900000000000002,44.0,66.33,87.0,0.0,1022.5,23.0,1.97
15,9.7,8.3,14.23,22.0,22.3,12.3,14.0,44.0,71.67,92.0,0.0,1019.63,15.33,1.23
4,12.0,11.6,15.63,22.0,23.6,10.0,12.000000000000002,72.0,82.0,98.0,8.7,1018.17,14.0,2.53
14,17.2,15.1,18.0,18.6,19.5,1.4000000000000021,4.4,86.0,93.67,98.0,36.0,1015.77,10.67,2.37
11,16.0,15.0,16.5,17.1,17.5,1.1000000000000014,2.5,96.0,97.33,98.0,16.4,1018.23,12.33,4.67
10,15.1,14.0,16.83,19.7,20.5,4.6,6.5,62.0,77.0,90.0,2.9,1022.23,10.67,5.4
8,15.4,12.6,19.07,26.0,26.9,10.6,14.299999999999999,55.0,72.67,83.0,0.0,1018.03,7.67,3.0
8,18.0,14.6,22.33,29.6,30.5,11.600000000000001,15.9,49.0,67.33,77.0,0.0,1012.43,25.67,3.33
15,19.7,15.5,21.1,22.2,23.8,2.5,8.3,74.0,79.33,84.0,0.0,1011.63,12.33,5.17
8,13.8,12.4,14.9,15.5,21.5,1.6999999999999993,9.1,76.0,81.67,85.0,0.0,1021.33,14.0,4.2
11,13.0,13.2,17.33,24.2,25.2,11.2,12.0,68.0,85.0,94.0,11.6,1015.9,18.33,2.0
11,19.2,16.7,23.83,32.7,33.1,13.500000000000004,16.400000000000002,37.0,68.33,90.0,0.0,1008.13,22.67,2.43
12,16.0,14.3,21.27,26.2,28.6,10.2,14.3,56.0,64.67,79.0,0.0,1013.77,20.0,3.97
13,14.4,13.6,15.3,16.1,17.9,1.700000000000001,4.299999999999999,82.0,87.33,95.0,6.2,1014.33,9.33,2.83
11,16.0,12.8,18.1,20.7,21.3,4.699999999999999,8.5,81.0,88.33,98.0,3.0,1005.03,13.67,2.1
6,7.8,7.3,11.0,12.8,13.8,5.000000000000001,6.500000000000001,52.0,70.0,83.0,9.5,1019.1,24.33,6.67
6,7.1,4.7,9.8,12.1,12.8,5.0,8.100000000000001,49.0,58.33,71.0,0.0,1029.0,25.67,3.37
6,6.4,4.9,8.53,11.4,12.1,5.0,7.199999999999999,64.0,76.33,83.0,0.0,1029.63,7.67,1.97
6,9.0,8.7,10.37,13.1,13.5,4.1,4.800000000000001,79.0,90.33,99.0,15.600000000000001,1026.77,9.33,2.0
8,12.8,12.4,16.2,21.0,21.5,8.2,9.1,64.0,81.0,95.0,0.3,1023.9,12.33,5.7
9,15.8,15.4,17.73,21.1,21.2,5.300000000000001,5.799999999999999,81.0,86.67,96.0,6.2,1017.67,16.67,3.6
9,12.5,10.2,15.5,18.1,18.8,5.600000000000001,8.600000000000001,65.0,72.67,80.0,0.0,1023.67,18.33,2.17
10,10.2,9.4,14.73,21.0,22.3,10.8,12.9,69.0,80.33,87.0,0.0,1018.2,10.67,2.33
10,16.4,16.0,18.43,21.8,22.9,5.400000000000002,6.899999999999999,82.0,87.33,95.0,10.0,1010.0,17.0,5.03
11,12.9,12.8,15.03,17.8,18.0,4.9,5.199999999999999,95.0,95.67,96.0,31.799999999999997,1012.4,11.0,3.13
12,14.0,13.1,14.3,14.5,15.4,0.5,2.3000000000000007,93.0,95.67,98.0,4.3,1014.47,17.0,2.9
7,11.0,9.3,13.77,17.2,17.4,6.199999999999999,8.099999999999998,43.0,72.0,93.0,0.2,1024.73,25.67,4.6
5,10.2,9.0,14.8,20.0,20.5,9.8,11.5,46.0,73.67,97.0,0.0,1022.43,22.67,1.97
6,9.6,8.1,15.43,24.4,24.8,14.799999999999999,16.700000000000003,60.0,76.67,92.0,0.0,1015.83,17.0,2.23
10,15.2,14.2,17.17,18.7,19.7,3.5,5.5,40.0,77.67,97.0,9.3,1009.47,32.0,3.77
6,11.4,10.8,13.73,15.6,17.4,4.199999999999999,6.599999999999998,58.0,73.0,95.0,1.5,1012.7,28.67,0.93
